alignment id	EN	JA	IT	ES	NL	FR	DE	FI	PL	MK	PT	RU	ZH	ID	MS	CA	TL	RO	FA	SV	SL	AR	NO	DA	CS	SK	IS	HR	EL	BG	LT	UK	HE	VI	HU	ET	TR	LV	SR	GA	CY	SW	SQ	AF	HI	KO	MT	EU	BN	TH	GL	EO	SIMPLE
ALIGNMENT814	EN7788, EN7789, EN7790, EN7791, EN7792, EN7793, EN7794, EN7795, EN7796, EN7797, EN7798, EN7788, EN7789, EN7790, EN7791, EN7792, EN7793, EN7794, EN7795, EN7796, EN7797, EN7798	JA5583, JA5583	IT4543, IT4543	ES3979, ES3980, ES3981, ES3979, ES3980, ES3981	NL4029, NL4030, NL4031, NL4032, NL4033, NL4029, NL4030, NL4031, NL4032, NL4033	FR3902, FR3903, FR3904, FR3905, FR3902, FR3903, FR3904, FR3905	DE3578, DE3579, DE3578, DE3579	FI3985, FI3986, FI3987, FI3988, FI3985, FI3986, FI3987, FI3988	PL3751, PL3752, PL3753, PL3754, PL3755, PL3756, PL3751, PL3752, PL3753, PL3754, PL3755, PL3756		PT3109, PT3109	RU3400, RU3401, RU3402, RU3403, RU3400, RU3401, RU3402, RU3403	ZH3350, ZH3351, ZH3352, ZH3350, ZH3351, ZH3352	ID2984, ID2984	MS3096, MS3096	CA2979, CA2980, CA2981, CA2979, CA2980, CA2981	TL3546, TL3546	RO3106, RO3106	FA3164, FA3165, FA3166, FA3164, FA3165, FA3166	SV2857, SV2858, SV2859, SV2857, SV2858, SV2859		AR2694, AR2694	NO2564, NO2565, NO2566, NO2564, NO2565, NO2566	DA2432, DA2432	CS2426, CS2427, CS2428, CS2426, CS2427, CS2428	SK2430, SK2430	IS2648, IS2648	HR2347, HR2347	EL2412, EL2412	BG2332, BG2332	LT2240, LT2240	UK2291, UK2292, UK2293, UK2294, UK2291, UK2292, UK2293, UK2294	HE2280, HE2280	VI2197, VI2198, VI2197, VI2198	HU2174, HU2174	ET2145, ET2146, ET2147, ET2148, ET2145, ET2146, ET2147, ET2148	TR1980, TR1980	LV2146, LV2146	SR2099, SR2099	GA2114, GA2114	CY2043, CY2043	SW2018, SW2018		AF1929, AF1929	HI1876, HI1876								SIMPLE562, SIMPLE563, SIMPLE562, SIMPLE563
ALIGNMENT815	EN6029	JA4267	IT3606, IT3607, IT3608, IT3609			FR3028	DE2836	FI3027	PL2981			RU2757						RO2417			SL2417									BG1853																		EU971		TH889			
ALIGNMENT816	EN3893, EN3894, EN3895, EN3896, EN3897, EN3898, EN3899, EN3900, EN3901	JA2794, JA2795, JA2796, JA2797, JA2798, JA2799, JA2800, JA2801	IT2477, IT2478, IT2479, IT2480, IT2481, IT2482	ES2083, ES2084, ES2085, ES2086, ES2087, ES2088, ES2089	NL2101, NL2102, NL2103, NL2104	FR2023, FR2024, FR2025, FR2026, FR2027, FR2028, FR2029, FR2030	DE1870, DE1871, DE1872, DE1873	FI1993, FI1994, FI1995	PL1979, PL1980, PL1981, PL1982, PL1983, PL1984	MK1395	PT1613, PT1614, PT1615, PT1616	RU1784, RU1785, RU1786, RU1787, RU1788, RU1789	ZH1613, ZH1614, ZH1615, ZH1616, ZH1617	ID1461, ID1462, ID1463, ID1464	MS1515, MS1516, MS1517, MS1518, MS1519	CA1533, CA1534, CA1535, CA1536	TL1601, TL1602, TL1603, TL1604	RO1610, RO1611, RO1612	FA1608, FA1609, FA1610, FA1611	SV1463, SV1464, SV1465	SL1589, SL1590, SL1591	AR1357, AR1358, AR1359, AR1360, AR1361, AR1362, AR1363, AR1364, AR1365, AR1366	NO1326, NO1327, NO1328	DA1267, DA1268, DA1269	CS1282, CS1283, CS1284, CS1285	SK1264, SK1265, SK1266, SK1267	IS1324, IS1325, IS1326	HR1210, HR1211, HR1212, HR1213	EL1284, EL1285, EL1286, EL1287, EL1288	BG1194, BG1195, BG1196, BG1197	LT1192, LT1193, LT1194, LT1195, LT1196	UK1226, UK1227, UK1228, UK1229	HE1204, HE1205, HE1206, HE1207	VI1160, VI1161, VI1162, VI1163	HU1195, HU1196, HU1197	ET1135, ET1136, ET1137, ET1138, ET1139	TR1055, TR1056, TR1057	LV1123, LV1124, LV1125, LV1126, LV1127	SR1081, SR1082, SR1083, SR1084, SR1085, SR1086, SR1087	GA1120, GA1121, GA1122, GA1123	CY1076, CY1077	SW1076, SW1077, SW1078	SQ1069, SQ1070, SQ1071, SQ1072	AF1036, AF1037, AF1038	HI1019, HI1020, HI1021	KO1002, KO1003, KO1004	MT1051, MT1052	EU648, EU649, EU650		TH559	GL348, GL349, GL350, GL351	EO278	SIMPLE275, SIMPLE276
ALIGNMENT817	EN1695, EN1696, EN1697, EN1698, EN1699, EN1700, EN1701, EN1702, EN1703, EN1704, EN1262, EN1705, EN1706, EN1707, EN1708, EN1709, EN1710, EN1695, EN1696, EN1697, EN1698, EN1699, EN1700, EN1701, EN1702, EN1703, EN1704, EN1262, EN1705, EN1706, EN1707, EN1708, EN1709, EN1710, EN1695, EN1696, EN1697, EN1698, EN1699, EN1700, EN1701, EN1702, EN1703, EN1704, EN1262, EN1706, EN1707, EN1708, EN1709, EN1710, EN1695, EN1696, EN1697, EN1698, EN1699, EN1701, EN1702, EN1703, EN1262, EN1708, EN1709, EN1710	JA1338, JA1339, JA1340, JA1341, JA1342, JA1343, JA1344, JA1345, JA1346, JA1347, JA1338, JA1339, JA1340, JA1341, JA1342, JA1343, JA1344, JA1345, JA1346, JA1347, JA1338, JA1339, JA1340, JA1341, JA1342, JA1343, JA1344, JA1345, JA1346, JA1347, JA1338, JA1339, JA1340, JA1341, JA1342, JA1343, JA1344, JA1345, JA1346, JA1347	IT1224, IT1225, IT831, IT1226, IT1227, IT1228, IT1229, IT1230, IT1231, IT846, IT1232, IT858, IT1224, IT1225, IT831, IT1226, IT1227, IT1228, IT1229, IT1230, IT1231, IT846, IT1232, IT1224, IT1225, IT1226, IT1227, IT1228, IT1229, IT1231, IT1232, IT1224, IT1225, IT831, IT1226, IT1227, IT1228, IT1231, IT1232	ES954, ES955, ES956, ES957, ES703, ES958, ES959, ES960, ES442, ES961, ES962, ES954, ES955, ES956, ES957, ES703, ES958, ES959, ES960, ES961, ES962, ES954, ES955, ES957, ES958, ES959, ES960, ES442, ES961, ES962, ES954, ES955, ES957, ES703, ES958, ES960, ES442	NL988, NL989, NL990, NL991, NL992, NL670, NL993, NL994, NL914, NL995, NL996, NL997, NL998, NL999, NL1000, NL1001, NL1002, NL431, NL1003, NL1004, NL1005, NL1006, NL1007, NL1008, NL1009, NL1010, NL1011, NL1012, NL1013, NL1014, NL1015, NL1016, NL1017, NL1018, NL728, NL1019, NL1020, NL1021, NL1022, NL988, NL989, NL990, NL991, NL992, NL670, NL993, NL994, NL914, NL995, NL996, NL997, NL998, NL999, NL1000, NL1001, NL1002, NL431, NL1003, NL1004, NL1005, NL1006, NL1007, NL1008, NL1009, NL1010, NL1011, NL1012, NL1013, NL1014, NL1015, NL1016, NL1017, NL1018, NL728, NL1019, NL1020, NL1021, NL1022, NL988, NL989, NL990, NL991, NL992, NL993, NL994, NL914, NL995, NL996, NL997, NL998, NL999, NL1000, NL1001, NL1002, NL1003, NL1004, NL1005, NL1006, NL1007, NL1008, NL1009, NL1010, NL1011, NL1014, NL1015, NL1016, NL1017, NL1019, NL1020, NL1021, NL1022, NL988, NL989, NL990, NL991, NL992, NL993, NL994, NL914, NL995, NL996, NL997, NL998, NL999, NL1000, NL1002, NL1003, NL1004, NL1005, NL1007, NL1009, NL1010, NL1011, NL1014, NL1016, NL728, NL1019, NL1020, NL1021, NL1022	FR958, FR959, FR960, FR961, FR962, FR963, FR964, FR965, FR966, FR355, FR958, FR959, FR960, FR961, FR962, FR963, FR964, FR965, FR966, FR355, FR958, FR959, FR960, FR961, FR962, FR963, FR964, FR965, FR966, FR355, FR958, FR959, FR960, FR961, FR962, FR964, FR965, FR966, FR355	DE833, DE834, DE835, DE836, DE837, DE838, DE839, DE833, DE834, DE835, DE836, DE837, DE838, DE839, DE833, DE834, DE835, DE836, DE837, DE838, DE839, DE834, DE835, DE836, DE837, DE838, DE839	FI918, FI919, FI920, FI921, FI622, FI287, FI623, FI922, FI923, FI924, FI925, FI926, FI927, FI716, FI928, FI929, FI930, FI710, FI931, FI625, FI918, FI919, FI920, FI921, FI623, FI922, FI923, FI924, FI925, FI926, FI927, FI716, FI928, FI929, FI930, FI710, FI931, FI625, FI919, FI920, FI921, FI922, FI924, FI925, FI926, FI927, FI928, FI929, FI930, FI710, FI931, FI919, FI920, FI921, FI287, FI623, FI922, FI924, FI925, FI926, FI927, FI716, FI928, FI929, FI930, FI710, FI931	PL852, PL853, PL641, PL854, PL855, PL856, PL852, PL853, PL854, PL855, PL856, PL852, PL853, PL641, PL854, PL855, PL856, PL852, PL853, PL641, PL854, PL855, PL856		PT739, PT740, PT741, PT742, PT508, PT743, PT739, PT740, PT741, PT742, PT743, PT739, PT740, PT741, PT742, PT743, PT739, PT740, PT741, PT742, PT743	RU771, RU772, RU773, RU774, RU775, RU776, RU777, RU771, RU772, RU773, RU774, RU775, RU776, RU777, RU771, RU772, RU773, RU774, RU775, RU776, RU777, RU771, RU772, RU773, RU774, RU775, RU776, RU777	ZH725, ZH726, ZH727, ZH728, ZH729, ZH552, ZH725, ZH726, ZH727, ZH728, ZH729, ZH552, ZH725, ZH726, ZH727, ZH728, ZH729, ZH725, ZH726, ZH727, ZH728, ZH729, ZH552	ID691, ID692, ID693, ID486, ID487, ID342, ID694, ID695, ID696, ID697, ID691, ID692, ID693, ID486, ID487, ID342, ID694, ID695, ID696, ID697, ID691, ID692, ID693, ID342, ID694, ID695, ID697, ID691, ID693, ID342, ID694, ID695, ID697	MS717, MS718, MS477, MS478, MS719, MS337, MS720, MS721, MS722, MS723, MS717, MS718, MS477, MS478, MS719, MS337, MS720, MS721, MS722, MS723, MS717, MS718, MS719, MS337, MS720, MS721, MS723, MS718, MS719, MS337, MS720, MS721, MS723	CA714, CA492, CA715, CA716, CA548, CA225, CA717, CA268, CA718, CA719, CA720, CA714, CA492, CA715, CA716, CA717, CA268, CA718, CA719, CA720, CA714, CA715, CA716, CA717, CA268, CA719, CA720, CA714, CA492, CA715, CA716, CA225, CA717, CA268, CA719, CA720	TL796, TL797, TL798, TL799, TL800, TL801, TL796, TL797, TL798, TL799, TL800, TL801, TL796, TL797, TL798, TL799, TL800, TL801, TL796, TL797, TL798, TL799, TL800, TL801	RO758, RO759, RO760, RO761, RO762, RO763, RO572, RO764, RO573, RO765, RO393, RO766, RO767, RO768, RO395, RO758, RO759, RO760, RO761, RO762, RO763, RO764, RO765, RO393, RO766, RO767, RO768, RO395, RO758, RO759, RO760, RO761, RO762, RO763, RO572, RO764, RO573, RO393, RO766, RO767, RO768, RO395, RO758, RO759, RO760, RO761, RO762, RO763, RO572, RO764, RO573, RO393, RO766, RO767, RO768, RO395	FA736, FA737, FA738, FA739, FA740, FA741, FA742, FA743, FA736, FA737, FA738, FA739, FA740, FA741, FA742, FA743, FA736, FA737, FA738, FA739, FA740, FA741, FA742, FA743, FA736, FA737, FA738, FA739, FA740, FA741, FA742, FA743	SV638, SV639, SV640, SV641, SV642, SV643, SV638, SV639, SV640, SV641, SV642, SV643, SV638, SV639, SV640, SV641, SV642, SV643, SV638, SV639, SV640, SV641, SV642, SV643	SL704, SL705, SL540, SL706, SL707, SL708, SL709, SL710, SL711, SL704, SL705, SL540, SL706, SL707, SL708, SL709, SL710, SL711, SL704, SL705, SL540, SL706, SL707, SL708, SL709, SL710, SL711, SL704, SL705, SL540, SL706, SL707, SL708, SL709, SL710, SL711	AR616, AR617, AR618, AR619, AR620, AR621, AR616, AR617, AR618, AR619, AR620, AR621, AR616, AR617, AR618, AR619, AR620, AR621, AR616, AR617, AR618, AR619, AR620, AR621	NO598, NO599, NO600, NO601, NO602, NO603, NO598, NO599, NO600, NO601, NO602, NO603, NO598, NO599, NO600, NO601, NO602, NO603, NO598, NO599, NO600, NO601, NO602, NO603	DA565, DA566, DA567, DA568, DA569, DA570, DA565, DA566, DA567, DA568, DA569, DA570, DA565, DA566, DA567, DA568, DA569, DA570, DA565, DA566, DA567, DA568, DA569, DA570	CS572, CS573, CS574, CS575, CS576, CS577, CS572, CS573, CS574, CS575, CS576, CS577, CS572, CS573, CS574, CS575, CS577, CS572, CS573, CS574, CS575, CS577	SK573, SK574, SK575, SK576, SK407, SK577, SK573, SK574, SK575, SK576, SK577, SK573, SK574, SK575, SK576, SK577, SK573, SK574, SK575, SK576, SK577	IS581, IS582, IS583, IS584, IS585, IS586, IS581, IS582, IS583, IS584, IS585, IS586, IS581, IS582, IS583, IS584, IS585, IS586, IS581, IS582, IS583, IS584, IS585, IS586	HR548, HR549, HR550, HR551, HR552, HR553, HR548, HR549, HR550, HR551, HR552, HR553, HR548, HR549, HR550, HR551, HR552, HR553, HR548, HR549, HR550, HR551, HR552, HR553	EL574, EL575, EL576, EL577, EL578, EL579, EL574, EL575, EL576, EL577, EL578, EL579, EL574, EL575, EL576, EL577, EL578, EL579, EL574, EL575, EL576, EL577, EL578, EL579	BG556, BG557, BG558, BG559, BG560, BG561, BG556, BG557, BG558, BG559, BG560, BG561, BG556, BG557, BG558, BG559, BG560, BG561, BG556, BG557, BG558, BG559, BG560, BG561	LT541, LT542, LT543, LT544, LT545, LT546, LT541, LT542, LT543, LT544, LT545, LT546, LT541, LT542, LT543, LT544, LT545, LT546, LT541, LT542, LT543, LT544, LT545, LT546	UK538, UK539, UK540, UK541, UK542, UK543, UK538, UK539, UK540, UK541, UK542, UK543, UK538, UK539, UK540, UK541, UK542, UK543, UK538, UK539, UK540, UK541, UK542, UK543	HE510, HE511, HE512, HE513, HE514, HE515, HE510, HE511, HE512, HE513, HE514, HE515, HE510, HE511, HE512, HE513, HE514, HE515, HE510, HE511, HE512, HE513, HE514, HE515	VI525, VI526, VI527, VI528, VI529, VI530, VI525, VI526, VI527, VI528, VI529, VI530, VI525, VI527, VI528, VI529, VI530, VI525, VI527, VI528, VI529, VI530	HU505, HU506, HU507, HU508, HU509, HU510, HU505, HU506, HU507, HU508, HU509, HU510, HU505, HU506, HU507, HU508, HU510, HU505, HU506, HU507, HU508, HU510	ET510, ET511, ET512, ET513, ET514, ET515, ET510, ET511, ET512, ET513, ET514, ET515, ET510, ET511, ET512, ET513, ET514, ET515, ET510, ET511, ET512, ET513, ET514, ET515	TR469, TR470, TR471, TR472, TR473, TR474, TR469, TR470, TR471, TR472, TR473, TR474, TR469, TR470, TR471, TR472, TR473, TR474, TR469, TR470, TR472, TR473, TR474	LV500, LV501, LV502, LV503, LV504, LV505, LV500, LV501, LV502, LV503, LV504, LV505, LV500, LV501, LV502, LV503, LV504, LV505, LV500, LV501, LV502, LV503, LV504, LV505	SR484, SR485, SR486, SR487, SR488, SR489, SR484, SR485, SR486, SR487, SR488, SR489, SR484, SR485, SR486, SR487, SR488, SR489, SR484, SR485, SR486, SR487, SR488, SR489	GA488, GA489, GA490, GA491, GA492, GA493, GA494, GA488, GA489, GA490, GA491, GA492, GA493, GA494, GA488, GA489, GA490, GA491, GA492, GA493, GA494, GA488, GA489, GA490, GA491, GA492, GA493, GA494	CY461, CY462, CY463, CY464, CY465, CY466, CY461, CY462, CY463, CY464, CY465, CY466, CY461, CY462, CY463, CY464, CY465, CY466, CY461, CY462, CY463, CY464, CY465, CY466	SW482, SW483, SW484, SW485, SW486, SW487, SW482, SW483, SW484, SW485, SW486, SW487, SW482, SW483, SW484, SW485, SW486, SW487, SW482, SW483, SW484, SW485, SW486, SW487	SQ467, SQ468, SQ469, SQ470, SQ471, SQ472, SQ467, SQ468, SQ469, SQ470, SQ471, SQ472, SQ467, SQ468, SQ469, SQ470, SQ471, SQ472, SQ467, SQ468, SQ469, SQ470, SQ471, SQ472	AF442, AF443, AF444, AF445, AF446, AF447, AF442, AF443, AF444, AF445, AF446, AF447, AF442, AF443, AF444, AF445, AF446, AF447, AF442, AF443, AF444, AF445, AF446, AF447	HI451, HI452, HI453, HI454, HI455, HI345, HI451, HI452, HI453, HI454, HI455, HI345, HI451, HI452, HI453, HI454, HI455, HI451, HI452, HI453, HI454, HI455	KO450, KO451, KO452, KO453, KO454, KO455, KO450, KO451, KO452, KO453, KO454, KO455, KO450, KO451, KO452, KO453, KO454, KO455, KO450, KO451, KO452, KO453, KO454, KO455	MT463, MT464, MT465, MT466, MT467, MT468, MT463, MT464, MT465, MT466, MT467, MT468, MT463, MT464, MT465, MT466, MT467, MT468, MT463, MT464, MT465, MT466, MT467, MT468	EU9, EU315, EU233, EU238, EU245, EU218, EU246, EU316, EU9, EU315, EU238, EU246, EU316, EU315, EU316, EU245, EU246, EU316		TH262, TH263, TH264, TH66, TH262, TH263, TH264, TH262, TH263, TH264, TH262, TH263, TH264, TH66			
ALIGNMENT818	EN605, EN606, EN607, EN608, EN609, EN610, EN611, EN612	JA555, JA556, JA557, JA558, JA559	IT413, IT414, IT415, IT416, IT417, IT418, IT419, IT420	ES308, ES309, ES310	NL364	FR341, FR342, FR343, FR344, FR345	DE309, DE310, DE311	FI354, FI355	PL296		PT257, PT258	RU264	ZH277	ID259		CA263, CA264, CA265	TL309	RO288, RO289	FA297	SV229	SL242, SL243, SL244, SL245	AR235		DA199	CS199	SK193	IS184	HR190, HR191, HR192	EL210	BG187	LT188	UK193	HE170	VI175	HU179	ET172	TR163		SR166	GA156	CY152	SW158	SQ172	AF142	HI144	KO142	MT152			TH79			
ALIGNMENT819	EN4, EN5	JA2, JA3, JA4, JA5	IT5, IT6	ES3	NL5	FR4, FR5	DE2	FI4, FI5	PL5	MK1	PT5, PT6	RU2, RU3, RU4	ZH3, ZH4, ZH5	ID4, ID5, ID6, ID7, ID8, ID9, ID10	MS4, MS5, MS6, MS7, MS8, MS9	CA3, CA4	TL2, TL3	RO4, RO5	FA2	SV2	SL4	AR2, AR3	NO2, NO3	DA2, DA3	CS2	SK3, SK4	IS2, IS3, IS4, IS5, IS6, IS7, IS8, IS9, IS10	HR2, HR3	EL2	BG2, BG3, BG4		UK2, UK3	HE2	VI2	HU2	ET2	TR2	LV2					SQ2					EU3, EU4		TH2	GL1, GL2	EO1, EO2	
ALIGNMENT820	EN27, EN28, EN29, EN30, EN31	JA16	IT16, IT17, IT18, IT19			FR21, FR22, FR23		FI14, FI15, FI16, FI17, FI18, FI19, FI20, FI21	PL12, PL13, PL14, PL15, PL16, PL17		PT15			ID2	MS2			RO13, RO14, RO15																														EU12, EU13		TH4			
ALIGNMENT821	EN6829, EN6830	JA4745, JA4746	IT3977, IT3978	ES3465	NL3456, NL3457	FR3330	DE3130, DE3131	FI3378, FI3379	PL756		PT2691, PT2692	RU2975	ZH2822, ZH2823	ID2549	MS2604, MS2605	CA2554, CA2555	TL3112, TL3113	RO2665	FA2749, FA2750	SV2491	SL2664, SL2665, SL93, SL2666, SL2185	AR1463	NO2260, NO2261	DA2132, DA2133	CS2130, CS1742	SK2125, SK1720	IS2242, IS2243	HR2059, HR2060	EL2110	BG2021	LT1964, LT1965	UK2035	HE1997	VI1939, VI1031	HU1913	ET1894, ET1895	TR1735, TR1736	LV1894, LV1895	SR1829, SR1830	GA1859, GA1860	CY1788, CY1789	SW1787, SW1788	SQ1772, SQ1773	AF1699, AF1700	HI1650, HI1651	KO1632, KO1633	MT1711, MT1712	EU1091		TH488			
ALIGNMENT822	EN6857, EN6858	JA4797, JA4798	IT4018, IT4019	ES3488, ES616	NL1001, NL2517	FR3353	DE3144, DE3145	FI3407, FI3408, FI3409, FI3410	PL3340		PT2710	RU2985	ZH2837, ZH2838	ID2575, ID2576	MS850, MS2631	CA2583, CA2584, CA2585	TL3190, TL3191	RO2680	FA2767	SV2498, SV2499	SL2703, SL2704, SL2705, SL2706, SL2707	AR2386, AR2387	NO2272, NO2273	DA2143, DA2144	CS1553, CS2136	SK1531, SK2141	IS2257, IS2258	HR2082, HR2083	EL2120, EL2121	BG2035, BG2036	LT1975, LT1976	UK2044	HE2006, HE2007	VI1947, VI1948	HU1920, HU1921	ET1901, ET1902	TR1743, TR1744	LV1901	SR1840, SR1841	GA1867, GA1868	CY1796, CY1797	SW1794, SW1795	SQ1785, SQ1786	AF1706, AF1707	HI1658, HI1659	KO1640, KO1641	MT1719, MT1720			TH1039			
ALIGNMENT823							DE3663																																														
ALIGNMENT824	EN5803, EN5804	JA4151, JA4152, JA4153	IT3507, IT3508	ES3060, ES3061, ES3062	NL3075, NL3076	FR2950, FR2951, FR2952, FR2953, FR2954	DE2754, DE2755, DE2756	FI2923, FI2924, FI2925, FI2926	PL2895, PL2896, PL2897, PL2898, PL2899, PL2900		PT2376, PT2377, PT2378	RU2668, RU2669, RU2670, RU2671	ZH2458, ZH2459, ZH2460, ZH2461, ZH2462, ZH2463	ID2170, ID2171, ID2172, ID2173	MS2233, MS2234, MS2235	CA2243, CA2244, CA2245, CA2246	TL2810, TL2811	RO2344, RO2345, RO2346	FA2389, FA2390, FA2391, FA2392	SV2208, SV2209, SV2210	SL2343, SL2344, SL2345	AR2034, AR2035, AR2036	NO1982, NO1983, NO1984, NO1985	DA1887, DA1888, DA1889	CS1868, CS1869, CS1870, CS1871, CS1872	SK1848, SK1849, SK1850, SK1851, SK1852	IS1960, IS1961, IS1962, IS1963	HR1788, HR1789	EL1864, EL1865, EL1866	BG1783, BG1784, BG1785	LT1741, LT1742, LT1743, LT1744	UK1799, UK1800, UK1801, UK1802	HE1778, HE1779, HE1780	VI1722, VI1723, VI1724, VI1725	HU1703, HU1704, HU1705	ET1667, ET1668, ET1669	TR1540	LV1691, LV1692	SR1616, SR1617, SR1618	GA1648, GA1649	CY1586, CY1587, CY1588	SW1573, SW1574	SQ1567, SQ1568, SQ1569	AF1509, AF1510, AF1511	HI1467, HI1468	KO1457, KO1458	MT1524, MT1525, MT1526, MT1527	EU940		TH863			
ALIGNMENT825	EN371, EN372, EN373, EN374, EN375	JA320, JA321	IT252	ES195	NL190, NL191	FR194, FR195	DE169	FI214	PL187		PT144	RU146	ZH155	ID176	MS161	CA158	TL183	RO164, RO165, RO166	FA180	SV132	SL141	AR140	NO121	DA119	CS119	SK119	IS109	HR112	EL120	BG114	LT111	UK113	HE94	VI107		ET97			SR97	GA90	CY87	SW96	SQ105	AF90	HI86	KO85	MT94	EU73		TH46, TH47			
ALIGNMENT826	EN1405, EN396, EN1406, EN413, EN1407, EN1408, EN732, EN1405, EN396, EN1406, EN413, EN1407, EN1408	JA1163, JA1164, JA1165, JA1166, JA1167, JA1168, JA1169, JA1170, JA1163, JA1164, JA1165, JA1166, JA1167, JA1168, JA1169, JA1170	IT1033, IT1034, IT1033, IT1034	ES210, ES215	NL202, NL859, NL208, NL860, NL202, NL859, NL208, NL860	FR794, FR795, FR794, FR424, FR795		FI780, FI781, FI782, FI783, FI780, FI781, FI419, FI782, FI783, FI420	PL733, PL733		PT617, PT159, PT617			ID593, ID594, ID595, ID502, ID596, ID593, ID594, ID595, ID502, ID596	MS608, MS609, MS496, MS610, MS608, MS609, MS295, MS496, MS610	CA612, CA171, CA612, CA322, CA179		RO636, RO637, RO178, RO636, RO637, RO178	FA189, FA190, FA189, FA190	SV535, SV535	SL602, SL603, SL604, SL605, SL156, SL602, SL603, SL604, SL605, SL156, SL315								EL252																			EU267, EU268, EU154, EU267, EU268		TH218, TH219, TH218, TH219			
ALIGNMENT827	EN6841, EN6842, EN6843, EN6841, EN6842, EN6843	JA4766, JA4767, JA4768, JA4766, JA4767, JA4768	IT3965, IT76, IT76			FR3340, FR3341, FR3342, FR3343, FR3344, FR3345, FR3340, FR3341, FR3342, FR3343, FR3344, FR3345		FI3393, FI3394, FI3395, FI3396, FI3397, FI3393, FI3394, FI3395, FI3396, FI3397			PT2698, PT2699, PT2698, PT2699		ZH2829, ZH2830, ZH2829, ZH2830			CA2570, CA2570					SL2691, SL2692, SL2693, SL2694, SL2695, SL2696, SL2691, SL2692, SL2693, SL2694, SL2695, SL2696																														GL614, GL614		
ALIGNMENT828	EN4766, EN4766, EN4757	JA3280, JA3281, JA3282, JA3283, JA3284, JA3285, JA3286, JA3287, JA3288, JA3289, JA187, JA3290, JA3291, JA3280, JA3281, JA3282, JA3283, JA3284, JA3285, JA3286, JA3287, JA3288, JA3289, JA187, JA3290, JA3291	IT2925, IT2925, IT2922			FR2483, FR2483		FI2403, FI2403, FI2399	PL2353, PL2354, PL2353, PL2354				ZH1956, ZH1957, ZH1956, ZH1957	ID1736, ID1737, ID1738, ID1736, ID1737, ID1738	MS1787, MS1788, MS1789, MS1787, MS1788, MS1789	CA1847, CA1847		RO1906, RO1907, RO1906, RO1907		SV1796, SV1796	SL1912, SL1912			DA1531, DA1531			IS1585, IS1586, IS1587, IS1588, IS1585, IS1586, IS1587, IS1588			BG1440, BG1441, BG1440, BG1441																				TH678, TH679, TH678, TH679	GL434, GL435, GL434, GL435		
ALIGNMENT829	EN7975, EN7976		IT4613	ES4118	NL4109	FR3976, FR3977, FR3978	DE3647, DE3648, DE3649, DE3650, DE3651	FI4057	PL3817		PT3174	RU3483		ID3037	MS3136	CA3049	TL3594	RO3153	FA3225	SV2927, SV2928	SL3204		NO2619	DA2484	CS2487	SK2481	IS2690	HR2393	EL2454	BG2380	LT2287	UK2351	HE2337	VI2239	HU2223	ET2198		LV2194	SR2155	GA2159	CY2091	SW2063	SQ2047	AF1977	HI1919		MT1970						
ALIGNMENT830	EN7833, EN7834	JA5605	IT4556	ES3995, ES3996, ES3997		FR3917	DE3594, DE3595	FI4004, FI4005																																										TH1183			
ALIGNMENT831	EN6838	JA4762	IT3989, IT3990, IT1348, IT1349, IT3991	ES3473	NL3465, NL3466, NL3467, NL3468	FR3335, FR3225	DE3135	FI3387, FI2561	PL3312		PT2696	RU2979	ZH2825	ID2561	MS2619	CA2568	TL3116	RO2670, RO2671, RO706	FA2755	SV2493	SL2689	AR2378	NO2265	DA2137	CS2075	SK2057	IS2246	HR2072	EL2113	BG2024	LT1968	UK2038	HE2000, HE2001	VI1944	HU1916	ET1897	TR1739	LV1898	SR1832	GA1863	CY1792	SW1790	SQ1780	AF1703	HI1654	KO1635	MT1715	EU1098, EU831, EU1099, EU1100		TH1031	GL611		
ALIGNMENT832	EN7993	JA5671, JA5672	IT1710	ES1339	NL1479	FR3996	DE3679	FI4071, FI4072	PL3828		PT3185	RU1221	ZH1072	ID3046	MS3142	CA1030	TL3599	RO1089	FA1058	SV951	SL1052, SL1055, SL3227	AR2748	NO2626	DA2491	CS845	SK851	IS2696	HR2401	EL866	BG809	LT2296	UK813	HE2343	VI2246	HU749	ET2207	TR693	LV754	SR2163	GA2167	CY2100	SW2069	SQ2057	AF1985	HI1926	KO685	MT1977						
ALIGNMENT833	EN728		IT496, IT497			FR418		FI413	PL352		PT318							RO344	FA337		SL305																											EU149		TH96			
ALIGNMENT834	EN4182	JA2921, JA832	IT2614, IT2615, IT2616	ES1057, ES511, ES2295	NL2214, NL2215	FR2176, FR543	DE2004, DE492	FI2104, FI2105, FI2106	PL2088, PL2089, PL2090, PL2091		PT425, PT424	RU1920, RU445, RU443, RU446, RU437	ZH1710	ID1547	MS1601	CA1626, CA1627, CA1628, CA1629, CA1630	TL1734	RO1692	FA1707	SV1563, SV1564	SL1678	AR1457	NO1414	DA323	CS1374, CS1375	SK1344	IS1397	HR1294	EL1369	BG1277	LT1266	UK1312	HE1283	VI1236	HU1261, HU1262, HU1263	ET1216	TR1126	LV1214	SR1175	GA1202	CY1142	SW1145	SQ1139	AF1106	HI1073	KO227	MT1116	EU690, EU691		TH587, TH588			
